Sensor ID;Sensorname;Gemessen am;datum_tag;tag_nr;Wochentag;Arbeitstag;Passanten in Richtung Neumarkt;Passanten in Richtung Multergasse;Passanten in beide Richtungen (Summe);Standort;device_name;geo_point_2d
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-09-22T08:00:00.301000+02:00;2024-09-22;7;Sonntag;Wochenende;2.0;7.0;9.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-12T01:00:00.090000+02:00;2024-07-11;4;Donnerstag;Werktage;2.0;5.0;7.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-12T03:00:00.089000+02:00;2024-07-12;5;Freitag;Werktage;1.0;0.0;1.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-14T01:00:00.071000+02:00;2024-07-13;6;Samstag;Wochenende;5.0;7.0;12.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-03T02:00:00.089000+02:00;2024-07-03;3;Mittwoch;Werktage;0.0;1.0;1.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-03T09:00:00.571000+02:00;2024-07-03;3;Mittwoch;Werktage;18.0;39.0;57.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-03T11:00:00.032000+02:00;2024-07-03;3;Mittwoch;Werktage;39.0;66.0;105.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-03T14:00:00.863000+02:00;2024-07-03;3;Mittwoch;Werktage;42.0;74.0;116.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-03T23:00:00.526000+02:00;2024-07-03;3;Mittwoch;Werktage;5.0;7.0;12.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-04T18:00:00.727000+02:00;2024-07-04;4;Donnerstag;Werktage;46.0;97.0;143.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-04T21:00:00.030000+02:00;2024-07-04;4;Donnerstag;Werktage;15.0;26.0;41.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-05T04:00:00.283000+02:00;2024-07-05;5;Freitag;Werktage;1.0;0.0;1.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-16T08:00:00.064000+02:00;2024-07-16;2;Dienstag;Werktage;15.0;17.0;32.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-16T09:00:02.989000+02:00;2024-07-16;2;Dienstag;Werktage;10.0;32.0;42.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-15T02:00:00.091000+02:00;2024-07-15;1;Montag;Werktage;0.0;0.0;0.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-15T12:00:00.050000+02:00;2024-07-15;1;Montag;Werktage;35.0;54.0;89.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-15T13:00:00.685000+02:00;2024-07-15;1;Montag;Werktage;41.0;82.0;123.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-15T18:00:00.053000+02:00;2024-07-15;1;Montag;Werktage;42.0;85.0;127.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-15T20:00:01.755000+02:00;2024-07-15;1;Montag;Werktage;17.0;19.0;36.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-15T21:00:01.563000+02:00;2024-07-15;1;Montag;Werktage;11.0;14.0;25.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-15T22:00:00.115000+02:00;2024-07-15;1;Montag;Werktage;6.0;10.0;16.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-16T01:00:00.081000+02:00;2024-07-15;1;Montag;Werktage;0.0;2.0;2.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-16T03:00:00.068000+02:00;2024-07-16;2;Dienstag;Werktage;1.0;5.0;6.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-12T13:00:03.794000+02:00;2024-07-12;5;Freitag;Werktage;36.0;70.0;106.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-13T06:00:00.812000+02:00;2024-07-13;6;Samstag;Wochenende;0.0;0.0;0.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-13T13:00:00.093000+02:00;2024-07-13;6;Samstag;Wochenende;48.0;95.0;143.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-13T14:00:00.090000+02:00;2024-07-13;6;Samstag;Wochenende;45.0;65.0;110.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-14T15:00:02.528000+02:00;2024-07-14;7;Sonntag;Wochenende;16.0;22.0;38.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-14T19:00:00.534000+02:00;2024-07-14;7;Sonntag;Wochenende;17.0;22.0;39.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-03T10:00:01.669000+02:00;2024-07-03;3;Mittwoch;Werktage;33.0;39.0;72.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-14T21:00:01.723000+02:00;2024-07-14;7;Sonntag;Wochenende;11.0;20.0;31.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-03T13:00:01.950000+02:00;2024-07-03;3;Mittwoch;Werktage;59.0;93.0;152.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-16T12:00:00.050000+02:00;2024-07-16;2;Dienstag;Werktage;35.0;67.0;102.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-03T19:00:00.088000+02:00;2024-07-03;3;Mittwoch;Werktage;50.0;44.0;94.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-03T21:00:01.001000+02:00;2024-07-03;3;Mittwoch;Werktage;8.0;9.0;17.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-02T20:00:00.045000+02:00;2024-07-02;2;Dienstag;Werktage;17.0;19.0;36.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-02T14:00:01.893000+02:00;2024-07-02;2;Dienstag;Werktage;34.0;88.0;122.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-02T22:00:01.965000+02:00;2024-07-02;2;Dienstag;Werktage;9.0;10.0;19.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-02T17:00:01.652000+02:00;2024-07-02;2;Dienstag;Werktage;36.0;93.0;129.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-23T05:00:02.397000+02:00;2024-07-23;2;Dienstag;Werktage;1.0;0.0;1.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-23T07:00:00.078000+02:00;2024-07-23;2;Dienstag;Werktage;12.0;15.0;27.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-23T10:00:00.067000+02:00;2024-07-23;2;Dienstag;Werktage;23.0;37.0;60.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-21T08:00:00.062000+02:00;2024-07-21;7;Sonntag;Wochenende;3.0;3.0;6.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-21T10:00:00.070000+02:00;2024-07-21;7;Sonntag;Wochenende;6.0;5.0;11.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-21T14:00:00.119000+02:00;2024-07-21;7;Sonntag;Wochenende;22.0;23.0;45.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-21T17:00:08.044000+02:00;2024-07-21;7;Sonntag;Wochenende;10.0;18.0;28.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-21T19:00:00.054000+02:00;2024-07-21;7;Sonntag;Wochenende;5.0;11.0;16.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-22T04:00:00.896000+02:00;2024-07-22;1;Montag;Werktage;0.0;0.0;0.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-22T18:00:03.494000+02:00;2024-07-22;1;Montag;Werktage;37.0;94.0;131.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-24T16:00:00.061000+02:00;2024-07-24;3;Mittwoch;Werktage;26.0;53.0;79.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-24T10:00:01.069000+02:00;2024-07-24;3;Mittwoch;Werktage;22.0;26.0;48.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-24T13:00:01.331000+02:00;2024-07-24;3;Mittwoch;Werktage;46.0;80.0;126.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-24T20:00:01.452000+02:00;2024-07-24;3;Mittwoch;Werktage;23.0;34.0;57.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-24T22:00:00.054000+02:00;2024-07-24;3;Mittwoch;Werktage;6.0;13.0;19.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-24T23:00:00.058000+02:00;2024-07-24;3;Mittwoch;Werktage;6.0;11.0;17.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-25T03:00:03.667000+02:00;2024-07-25;4;Donnerstag;Werktage;0.0;0.0;0.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-25T18:00:00.029000+02:00;2024-07-25;4;Donnerstag;Werktage;43.0;80.0;123.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-25T08:00:00.891000+02:00;2024-07-25;4;Donnerstag;Werktage;23.0;27.0;50.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-26T01:00:00.079000+02:00;2024-07-25;4;Donnerstag;Werktage;1.0;2.0;3.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-27T05:00:00.047000+02:00;2024-07-27;6;Samstag;Wochenende;0.0;2.0;2.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-28T01:00:00.045000+02:00;2024-07-27;6;Samstag;Wochenende;3.0;4.0;7.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-28T16:00:00.079000+02:00;2024-07-28;7;Sonntag;Wochenende;21.0;31.0;52.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-28T20:00:01.599000+02:00;2024-07-28;7;Sonntag;Wochenende;16.0;17.0;33.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-28T22:00:00.033000+02:00;2024-07-28;7;Sonntag;Wochenende;6.0;13.0;19.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-30T02:00:01.198000+02:00;2024-07-30;2;Dienstag;Werktage;1.0;1.0;2.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-30T05:00:00.512000+02:00;2024-07-30;2;Dienstag;Werktage;0.0;0.0;0.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-26T15:00:01.882000+02:00;2024-07-26;5;Freitag;Werktage;26.0;65.0;91.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-26T18:00:02.023000+02:00;2024-07-26;5;Freitag;Werktage;27.0;55.0;82.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-27T16:00:00.146000+02:00;2024-07-27;6;Samstag;Wochenende;19.0;47.0;66.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-29T02:00:02.306000+02:00;2024-07-29;1;Montag;Werktage;0.0;1.0;1.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-29T03:00:03.495000+02:00;2024-07-29;1;Montag;Werktage;0.0;1.0;1.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-29T06:00:00.073000+02:00;2024-07-29;1;Montag;Werktage;4.0;4.0;8.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-29T13:00:10.001000+02:00;2024-07-29;1;Montag;Werktage;49.0;85.0;134.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-29T17:00:00.328000+02:00;2024-07-29;1;Montag;Werktage;27.0;73.0;100.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-30T10:00:00.032000+02:00;2024-07-30;2;Dienstag;Werktage;34.0;51.0;85.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-30T16:00:00.682000+02:00;2024-07-30;2;Dienstag;Werktage;21.0;47.0;68.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-30T19:00:02.680000+02:00;2024-07-30;2;Dienstag;Werktage;28.0;59.0;87.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-31T22:00:00.032000+02:00;2024-07-31;3;Mittwoch;Werktage;8.0;14.0;22.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-31T11:00:02.661000+02:00;2024-07-31;3;Mittwoch;Werktage;34.0;54.0;88.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-31T16:00:00.134000+02:00;2024-07-31;3;Mittwoch;Werktage;13.0;80.0;93.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-08-01T11:00:00.137000+02:00;2024-08-01;4;Donnerstag;Werktage;17.0;7.0;24.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-08-01T12:00:00.049000+02:00;2024-08-01;4;Donnerstag;Werktage;7.0;25.0;32.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
8a360f09-d606-4d26-b79f-3b6138002b8c;Parametric | PCR2 | 7E10;2024-07-16T10:00:00.047000+02:00;2024-07-16;2;Dienstag;Werktage;18.0;33.0;51.0;"{""coordinates"": [9.373069722530204, 47.42299553172947], ""type"": ""Point""}";Parametric | PCR2 | 7E10;47.42299553172947, 9.373069722530204
